(80.0, (882.9958984375, 534.9984985351563), (936.0000732421875, 588.0000244140625), (909.4979858398438, 561.4992614746094))
(80.0, (878.9966430664062, 533.9984375), (935.000048828125, 590.0), (906.9983459472656, 561.99921875))
(80.0, (877.0109008789062, 540.008642578125), (927.0000610351562, 590.0000122070312), (902.0054809570313, 565.004327392578))
(80.0, (872.996240234375, 534.9985717773437), (932.0, 594.0000244140625), (902.4981201171875, 564.4992980957031))
(81.0, (886.28271484375, 539.9322387695313), (931.7597045898438, 585.375), (909.0212097167969, 562.6536193847656))
(81.0, (882.3009033203125, 535.8474243164062), (932.767041015625, 586.36484375), (907.5339721679687, 561.106134033203))
(81.0, (884.6858276367187, 534.1359985351562), (938.192138671875, 587.66123046875), (911.4389831542969, 560.898614501953))
(81.0, (883.7353271484375, 535.140673828125), (936.2097900390625, 587.6267211914062), (909.9725585937499, 561.3836975097656))
(81.0, (879.4096069335938, 534.077587890625), (935.2111572265625, 589.6311401367187), (907.3103820800782, 561.8543640136718))
(81.0, (877.4849487304688, 539.9786499023437), (927.3143310546875, 589.57373046875), (902.3996398925781, 564.7761901855469))
(81.0, (873.0025512695313, 535.0006591796875), (932.2643188476562, 593.576904296875), (902.6334350585937, 564.2887817382813))
(82.0, (886.253173828125, 539.9062133789063), (931.7771240234375, 585.3460693359375), (909.0151489257812, 562.6261413574218))
(82.0, (882.3065551757812, 535.8615844726562), (932.78525390625, 586.3354370117188), (907.5459045410156, 561.0985107421875))
(82.0, (884, 534), (938, 588), (911.0, 561.0))
(82.0, (883.6317016601563, 535.131591796875), (936.2166381835938, 587.652294921875), (909.9241699218751, 561.391943359375))
(82.0, (879.3154052734375, 534.069091796875), (935.2362548828125, 589.656591796875), (907.275830078125, 561.862841796875))
(82.0, (877.6799194335938, 540.1150146484375), (927.3065673828125, 589.5554443359375), (902.4932434082032, 564.8352294921875))
(82.0, (873.0122314453125, 535.0024536132812), (932.3164184570312, 593.5679077148437), (902.6643249511719, 564.2851806640624))
(83.0, (886.9997436523438, 540.000244140625), (931.9999877929688, 584.999951171875), (909.4998657226563, 562.50009765625))
(83.0, (883.00009765625, 536.00029296875), (932.9999145507812, 585.9994995117188), (908.0000061035156, 560.9998962402344))
(83.0, (884.0002563476562, 534.0002563476562), (938.0000732421875, 587.99951171875), (911.0001647949218, 560.9998840332031))
(83.0, (882.9998657226563, 534.9995361328125), (936.0000366210937, 588.000634765625), (909.499951171875, 561.5000854492188))
(83.0, (879.0000854492188, 534.0000366210937), (935.0000366210937, 590.0005981445313), (907.0000610351562, 562.0003173828125))
(83.0, (877.000048828125, 539.999853515625), (927.0000244140625, 590.0005126953125), (902.0000366210938, 565.0001831054688))
(83.0, (872.9998657226563, 534.9998901367187), (932.0000854492188, 594.0000732421875), (902.4999755859376, 564.4999816894531))
(84.0, (886.1968505859375, 539.9028198242188), (931.5884643554688, 585.4703369140625), (908.8926574707032, 562.6865783691406))
(84.0, (882.2728271484375, 535.8207153320312), (932.5843139648438, 586.4758911132812), (907.4285705566406, 561.1483032226563))
(84.0, (883.30322265625, 533.8387939453125), (937.5120361328125, 588.516455078125), (910.4076293945312, 561.1776245117187))
(84.0, (883.763232421875, 535.1729248046875), (936.4300659179687, 587.4664794921875), (910.0966491699219, 561.3197021484375))
(84.0, (879.5732543945312, 534.1266845703125), (935.4286010742187, 589.4833129882812), (907.500927734375, 561.8049987792969))
(84.0, (877.7320556640625, 540.0244873046875), (927.4346313476562, 589.443701171875), (902.5833435058594, 564.7340942382812))
(84.0, (873.0038696289063, 535.001220703125), (932.3727172851562, 593.4957275390625), (902.6882934570312, 564.2484741210938))
(84.0, (866.0011596679688, 533.0003295898438), (928.4043212890625, 594.416357421875), (897.2027404785156, 563.7083435058594))
(85.0, (886.2108520507812, 539.9493286132813), (931.7123657226563, 585.3862670898437), (908.9616088867188, 562.6677978515625))
(85.0, (882.2673950195312, 535.8967529296875), (932.712353515625, 586.3838256835937), (907.4898742675781, 561.1402893066406))
(85.0, (883.3792602539063, 533.9001831054687), (937.7657836914062, 588.4127197265625), (910.5725219726562, 561.1564514160157))
(85.0, (883, 535), (936, 588), (909.5, 561.5))
(85.0, (879.5871459960938, 534.1080932617188), (935.2910766601562, 589.6081787109375), (907.439111328125, 561.8581359863281))
(85.0, (877.5814208984375, 540.0636108398437), (927.3719848632812, 589.546240234375), (902.4767028808594, 564.8049255371093))
(85.0, (873.0089111328125, 535.00146484375), (932.3954833984375, 593.540380859375), (902.702197265625, 564.2709228515625))
(85.0, (866.0036010742188, 533.0004028320312), (928.4030883789062, 594.4993408203125), (897.2033447265625, 563.7498718261718))
(86.0, (886.9991943359375, 540.0001220703125), (932.0000732421875, 585.0000122070312), (909.4996337890625, 562.5000671386719))
(86.0, (882.9996704101562, 535.9999633789063), (933.000048828125, 585.999951171875), (907.9998596191406, 560.9999572753907))
(86.0, (884.000048828125, 534.0), (938.000048828125, 588.0000854492188), (911.000048828125, 561.0000427246093))
(86.0, (882.9997680664062, 534.9998901367187), (936.0001098632813, 588.0000244140625), (909.4999389648438, 561.4999572753907))
(86.0, (879.0001342773437, 534.0001098632813), (935.0000244140625, 590.0000244140625), (907.0000793457032, 562.000067138672))
(86.0, (877.0005737304688, 540.0005737304688), (927.0, 589.9999633789063), (902.0002868652343, 565.0002685546875))
(86.0, (872.9998413085938, 535.0001220703125), (932.0000366210937, 594.0000244140625), (902.4999389648438, 564.5000732421875))
(86.0, (865.99990234375, 532.9999877929688), (928.0000122070312, 594.999951171875), (896.9999572753907, 563.9999694824219))
(87.0, (886.0998413085938, 539.9136474609375), (931.6141723632812, 585.4714599609375), (908.8570068359375, 562.6925537109375))
(87.0, (882.1769165039062, 535.854931640625), (932.6081298828125, 586.4849731445313), (907.3925231933594, 561.1699523925781))
(87.0, (883.2403076171875, 533.8472290039062), (937.6524780273437, 588.4877075195312), (910.4463928222656, 561.1674682617188))
(87.0, (882.2405639648438, 534.8529663085938), (935.6316162109375, 588.4851318359375), (908.9360900878906, 561.6690490722656))
(87.0, (879.732568359375, 534.1502197265625), (935.3933227539062, 589.47099609375), (907.5629455566407, 561.8106079101562))
(87.0, (877.878955078125, 540.0992919921875), (927.4446533203125, 589.404052734375), (902.6618041992188, 564.7516723632813))
(87.0, (873.141162109375, 535.0307006835938), (932.44482421875, 593.4260375976562), (902.7929931640625, 564.228369140625))
(87.0, (865.9527709960937, 533.008740234375), (928.4587646484375, 594.3836303710938), (897.2057678222657, 563.6961853027344))
(87.0, (870.373046875, 538.0456298828125), (928.4727783203125, 595.3435546875), (899.4229125976562, 566.6945922851562))
(88.0, (886.15537109375, 539.9968994140625), (931.7091918945313, 585.4545043945312), (908.9322814941406, 562.7257019042968))
(88.0, (882.198681640625, 535.9137451171875), (932.7220581054687, 586.433935546875), (907.4603698730468, 561.1738403320312))
(88.0, (883.2466674804688, 533.9324462890625), (937.7367065429687, 588.4854125976562), (910.4916870117188, 561.2089294433594))
(88.0, (882.2071655273437, 534.912158203125), (935.7331665039062, 588.4519897460938), (908.970166015625, 561.6820739746095))
(88.0, (879, 534), (935, 590), (907.0, 562.0))
(88.0, (877.88701171875, 540.04130859375), (927.3858032226562, 589.4832763671875), (902.6364074707031, 564.7622924804688))
(88.0, (873.2266967773437, 535.0496948242187), (932.3667602539062, 593.5030395507813), (902.796728515625, 564.2763671875))
(88.0, (865.90693359375, 533.007177734375), (928.4215698242188, 594.44912109375), (897.1642517089844, 563.7281494140625))
(88.0, (870.2716674804688, 538.0216918945313), (928.4244384765625, 595.4363647460938), (899.3480529785156, 566.7290283203125))
(89.0, (886.0955444335938, 539.9439331054688), (931.682958984375, 585.389013671875), (908.8892517089844, 562.6664733886719))
(89.0, (882.1415405273438, 535.8777709960938), (932.6837890625, 586.3873168945313), (907.4126647949219, 561.1325439453126))
(89.0, (883.1994506835938, 533.8846923828125), (937.7123046875, 588.3732055664062), (910.455877685547, 561.1289489746093))
(89.0, (882.166259765625, 534.87509765625), (935.6939575195313, 588.3820556640625), (908.9301086425781, 561.6285766601562))
(89.0, (878.2158325195312, 533.8626220703125), (934.6745849609375, 590.39375), (906.4452087402344, 562.1281860351562))
(89.0, (877.8990478515625, 540.0782958984375), (927.3955688476562, 589.5248901367188), (902.6473083496094, 564.8015930175782))
(89.0, (873.2375, 535.055517578125), (932.3629516601562, 593.5494873046875), (902.800225830078, 564.3025024414062))
(89.0, (866.002294921875, 533.0002563476562), (928.4374145507812, 594.4535888671875), (897.2198547363281, 563.7269226074218))
(89.0, (870.2913940429687, 538.0369140625), (928.4144653320312, 595.4629638671875), (899.3529296874999, 566.7499389648438))
(90.0, (882.9999877929688, 535.9999755859375), (933.0015380859375, 586.0027954101563), (908.0007629394531, 561.0013854980468))
(90.0, (884.0003540039063, 534.000048828125), (938.0006225585937, 588.0017700195312), (911.00048828125, 561.0009094238281))
(90.0, (883.0000122070312, 535.0), (936.0007934570312, 588.0019409179688), (909.5004028320312, 561.5009704589844))
(90.0, (879.0000610351562, 533.9999633789063), (935.0011840820313, 590.0037841796875), (907.0006225585937, 562.0018737792968))
(90.0, (877.0000244140625, 540.00009765625), (926.9964233398438, 589.9962280273437), (901.9982238769531, 564.9981628417968))
(90.0, (873.000048828125, 535.0000610351562), (931.9965087890625, 593.9959594726563), (902.4982788085938, 564.4980102539063))
(90.0, (866.0, 533.0), (927.9968872070312, 594.9950317382812), (896.9984436035156, 563.9975158691407))
(90.0, (870.0000610351562, 537.9999877929688), (927.9972534179688, 595.9943725585938), (898.9986572265625, 566.9971801757813))
(90.0, (862.0, 536.0), (923.999072265625, 597.9969360351563), (892.9995361328125, 566.9984680175781))
(91.0, (882.0780639648438, 535.864453125), (932.6463012695312, 586.4883056640625), (907.3621826171875, 561.1763793945313))
(91.0, (883.101513671875, 533.8591796875), (937.7057373046875, 588.5223022460938), (910.4036254882812, 561.190740966797))
(91.0, (882.0976806640625, 534.86103515625), (935.6276245117188, 588.532470703125), (908.8626525878906, 561.6967529296875))
(91.0, (878.1418090820313, 533.8673583984375), (934.621240234375, 590.5115356445312), (906.3815246582031, 562.1894470214844))
(91.0, (877.9666137695312, 540.068994140625), (927.4543823242187, 589.4222534179687), (902.710498046875, 564.7456237792969))
(91.0, (873.5244262695312, 535.0669555664062), (932.425341796875, 593.4416625976562), (902.9748840332031, 564.2543090820312))
(91.0, (865.9988159179687, 532.9999877929688), (928.472900390625, 594.3803100585938), (897.2358581542969, 563.6901489257813))
(91.0, (870.4427368164063, 537.9885620117187), (928.4755126953125, 595.362841796875), (899.4591247558594, 566.6757019042968))
(91.0, (862.0913818359375, 536.000830078125), (924.5398559570312, 597.2606811523438), (893.3156188964844, 566.6307556152344))
(92.0, (882.99990234375, 536.000048828125), (932.9999633789063, 585.9999267578125), (907.9999328613281, 560.9999877929688))
(92.0, (883.9996215820313, 533.9999145507812), (937.9998413085938, 587.9999267578125), (910.9997314453126, 560.9999206542968))
(92.0, (882.9999877929688, 534.9999877929688), (935.99990234375, 587.99990234375), (909.4999450683595, 561.4999450683595))
(92.0, (878.9999145507812, 534.0000122070312), (934.9998901367187, 589.9999145507812), (906.9999023437499, 561.9999633789062))
(92.0, (876.999951171875, 540.0), (927.0000122070312, 590.0002075195313), (901.9999816894531, 565.0001037597656))
(92.0, (873.0, 535.0), (932.0001220703125, 594.0001342773437), (902.5000610351562, 564.5000671386719))
(92.0, (866.0, 533.0), (928.0000122070312, 595.0002075195313), (897.0000061035156, 564.0001037597656))
(92.0, (870.0, 538.0), (928.00009765625, 596.0003295898438), (899.000048828125, 567.0001647949218))
(92.0, (862.0, 536.0), (923.9999267578125, 598.0005981445313), (892.9999633789063, 567.0002990722656))
(93.0, (882.0355102539063, 535.8776123046875), (932.614892578125, 586.53857421875), (907.3252014160157, 561.2080932617188))
(93.0, (883.0893920898437, 533.8777709960938), (937.6182861328125, 588.5261474609375), (910.3538391113282, 561.2019592285156))
(93.0, (882.0605834960937, 534.8745361328125), (935.56826171875, 588.5501953125), (908.8144226074219, 561.7123657226563))
(93.0, (878.067626953125, 533.8592895507812), (934.612890625, 590.5200439453125), (906.3402587890625, 562.1896667480469))
(93.0, (878.0183227539062, 540.0873413085938), (927.449755859375, 589.3834106445313), (902.7340393066406, 564.7353759765625))
(93.0, (873.5758544921875, 535.073974609375), (932.4406005859375, 593.389013671875), (903.0082275390625, 564.231494140625))
(93.0, (865.998828125, 533.0002319335938), (928.4464965820313, 594.3779663085937), (897.2226623535157, 563.6890991210937))
(93.0, (870.7592895507812, 538.0323608398437), (928.4692504882812, 595.3394409179688), (899.6142700195312, 566.6859008789063))
(93.0, (862.0348388671875, 535.9992431640625), (924.5509765625, 597.2530639648437), (893.2929077148438, 566.626153564453))
(94.0, (882.018310546875, 535.8860107421875), (932.6282836914063, 586.517431640625), (907.3232971191406, 561.2017211914062))
(94.0, (883.0719116210937, 533.8852783203125), (937.7000244140625, 588.5775024414063), (910.3859680175781, 561.2313903808595))
(94.0, (882.0418334960938, 534.8844848632813), (935.6699340820312, 588.5754760742187), (908.8558837890625, 561.72998046875))
(94.0, (878.0641357421875, 533.8740478515625), (934.6187255859375, 590.5839233398438), (906.3414306640625, 562.2289855957031))
(94.0, (877, 540), (927, 590), (902.0, 565.0))
(94.0, (873.8359741210937, 535.1030639648437), (932.4034423828125, 593.4073608398437), (903.1197082519532, 564.2552124023437))
(94.0, (865.8331298828125, 532.996630859375), (928.4535400390625, 594.3917846679688), (897.1433349609375, 563.6942077636719))
(94.0, (870.7236938476562, 538.0455078125), (928.4591430664062, 595.38603515625), (899.5914184570313, 566.715771484375))
(94.0, (861.9608764648438, 535.9975219726563), (924.5527465820312, 597.3116943359375), (893.2568115234375, 566.654608154297))
(95.0, (882.9984985351563, 535.9994384765625), (933.0000244140625, 585.9999877929688), (907.9992614746094, 560.9997131347657))
(95.0, (883.99892578125, 533.9996337890625), (938.0000244140625, 588.0), (910.9994750976563, 560.9998168945312))
(95.0, (882.99814453125, 534.99951171875), (936.0000366210937, 588.0000732421875), (909.4990905761719, 561.4997924804687))
(95.0, (878.99833984375, 533.9994384765625), (934.9999877929688, 590.0), (906.9991638183594, 561.9997192382813))
(95.0, (876.9989624023438, 539.9985107421875), (926.999951171875, 589.9998168945312), (901.9994567871094, 564.9991638183594))
(95.0, (873.0015380859375, 535.0002075195313), (932.0000366210937, 593.9999877929688), (902.5007873535155, 564.5000976562501))
(95.0, (866.0013549804687, 533.00009765625), (928.0000366210937, 595.0000244140625), (897.0006958007812, 564.0000610351562))
(95.0, (869.9989013671875, 538.0058837890625), (927.9999389648438, 596.0002197265625), (898.9994201660156, 567.0030517578125))
(95.0, (861.9980590820312, 536.0001586914062), (923.9999145507812, 598.0004760742188), (892.9989868164062, 567.0003173828125))
(96.0, (883.0564208984375, 533.855517578125), (937.6536254882812, 588.6971557617187), (910.3550231933593, 561.2763366699219))
(96.0, (882.03291015625, 534.8519287109375), (935.6329711914062, 588.6621948242188), (908.832940673828, 561.7570617675781))
(96.0, (878.0493530273437, 533.8506469726562), (934.5238037109375, 590.6941650390625), (906.2865783691407, 562.2724060058594))
(96.0, (875.9463623046875, 539.8920776367188), (926.4736450195312, 590.6614379882812), (901.2100036621093, 565.2767578125))
(96.0, (873.9658203125, 535.1100830078125), (932.4892944335937, 593.3150146484375), (903.2275573730469, 564.2125488281249))
(96.0, (866.0007934570312, 533.0001586914062), (928.5729125976562, 594.2853759765625), (897.2868530273438, 563.6427673339844))
(96.0, (870.7916259765625, 538.0935180664062), (928.56552734375, 595.2947265625), (899.6785766601563, 566.6941223144531))
(96.0, (862.0746337890625, 536.0005126953125), (924.6394287109375, 597.236328125), (893.3570312500001, 566.6184204101562))
(96.0, (854.0009643554688, 536.9909301757813), (920.7385864257812, 602.1187744140625), (887.369775390625, 569.5548522949218))
